"","X","SITE","YEAR","ASPLAN","ASTAD","ATON","BARNAUP","BOSMI","BRACH","CATUNK","CENTRO","CONAUP","COPPART","CYP","DIAPH","EUPLO","EURY","EURYAM","EUTAUT","EVAD","FIDDLE","GAMMA","GASTL","GASTS","GLOB","HALIFOST","HALT","HARP","HEART","HEMICYC","HEXA","KERA","LABO","LEPTO","MNEMI","MUSSEL","MYRUB","NEOM","OITHON","PENIL","PLEOP","PODON","POLART","POLYESL","POLYLTL","POLYP","POLYPART","POLYPL","POLYS","PSEPEL","ROTAR","STROB","STROM","SYN","TEMOR","TFUR","TINTIN","TRICH","UNKCOP1","UNKCOP2","UNKCOP3","UNKPOLYAD","UNKZOEA","XANZOEA","AGLAC","ALEX","ANAB","AMPH","ANKIS","ASAN","AULA","BIDD","CALO","CERATA","CERAT","CERATL","CHDAN","CHDEC","CHDID","CHMIN","CHSUB","CHLAMY","CHROOC","COCCO","COSC","CRYPT","CYCLO","CYLCLO","CYMB","DINOB","DINOP","DINOT","DITBRI","EPITH","EUCZOD","EUG","FRAG","GOLEN","GOMPH","GONY","GUIN","GYM","GYMH","GYROD","GYROS","HAPTO","HAKASH","HROT","HTRI","KARLO","LDAN","LMIN","MALLO","MERIS","MOON","NAV","NITZ","OBLEA","ODON","OOCYS","OSCIL","OXMAR","OXYTOX","PARSUL","PERID","PHAC","PLIKE","PRAS","PROTO","PMIN","PMIC","POLYK","RAPH","RHIZ","SCEN","SCRIP","SKECO","SNOW","SUR","SYNED","TAB","THAL","TGRAV","TNORD","TPSEUD","TNIT","TRIB","UNKFLAG","TRIALT","PSEUDO"
"73",620174,4,8,0,0,1875,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19893,0,0,0,4085,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,178,0,4085,0,0,0,0,0,0,355,0,0,0,0,0,0,0,355,0,0,0,0,0
"74",1020174,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",820175,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029,0,13190,0,0,0,406,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,3653,609,203,0,0,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0
"76",920176,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,426,0,0,0,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,1278,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,582
"77",520186,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422,0,0,0,2366,158,0,0,0,0,0,158,0,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6676,0,0,0,0,0,0,473
"78",720186,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1599,0,15098,0,0,0,3375,0,178,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,632,355,0,0,0,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,355,533,0,0,0,0,355,0,0,0,0,0,0,355,0,1599,0,0,0,0,0
"79",620191,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10511,0,0,0,3409,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,568,0,0,0,0,284,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,0,0,0,0,0
"80",1120192,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6494,0,0,0,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",620193,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9375,0,0,0,1847,284,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,142,142,0,0,2131,0,0,0,284,0,0,0,0,0,0,0,0,142,0,0,0,0,284,0,0,0,0,0,142,852,0,0,0,0,0,0,0,2131,0,0,0,0,0
"82",720193,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9517,0,0,0,2983,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,142,0,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4972,568,0,0,0,0
"83",820193,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,3835,0,12074,0,0,0,2557,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,2273,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,142,0,0,0,0,0,568,0,0,0,0,142,0,0,0,0,0,0,0,0,4688,0,0,0,0,0
"84",920194,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",1020194,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5114,0,0,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,284,0,0,0,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,284,142,0,0,0,0,0,9375,0,0,0,0,0,0,0,284,0,0,0,0,0
"86",520195,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,1705,0,0,0,994,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,142,0,0,213,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,3090,0,0,0,0,0,0,0,852,0,0,0,0,0
"87",720195,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15483,0,0,0,4430,426,0,0,0,0,0,0,0,0,284,0,0,0,0,142,0,0,0,0,0,142,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8665,0,0,0,0,0
"88",1120195,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",520196,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",1020196,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4403,0,0,0,710,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,0,0,0,0,0,0,0,568,0,0,0,0,0
"91",720211,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4116,0,0,0,284,0,0,0,0,0,0,0,0,0,3267,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,2841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,2699,0,0,0,0,142,0,0,0,0,0,0,0,0,142,568,0,0,0,0
"92",920211,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,142,0,0,0,0,0,0,0,0,0,0,0,6250,0,0,0,3977,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,142,0,0,0,2273,0,0,0,0,0,0,0,0,0,426,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",820212,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,6392,0,0,0,3267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,5114,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,0,0,0,0,0
"94",820213,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,3125,0,0,0,2131,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2841,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",620214,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,142,0,0,0,0,142,0,0,0,0,428,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,142,0,0,0,562,994,0,0,0,0,248,1989,0,0,0,0,568,0,0,0,0,0,0,0,0
"96",1020214,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,1420,1776,533,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,178,0,0,0,0,0,0,0,0,0,0,1776,0,0,0,0,0,0,0,0,355,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",720215,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,7386,0,0,0,142,710,0,0,0,0,0,0,0,0,1989,0,0,0,0,0,0,0,0,0,0,0,142,0,142,0,1847,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,3551,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",820215,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,568,0,0,0,0,0,0,0,8665,0,0,0,1705,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,142,0,0,0,0,3835,568,0,0,0,3409,0,0,0,0,0,0,0,0,4545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0
"99",920215,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",820216,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,178,0,0,0,0,0,0,0,0,0,0,0,19709,0,0,0,7102,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,1065,10121,0,0,0,7813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,533,1065,0,0,0,0,888,0,0,0,0,0,0,0,0,1776,0,0,0,0,0
